Customer Data
------------------


RPT Name: Customer
Date: 08/18/25 , Time: 15:14:45
Dr. Author: K.H Ansari


"Customer Number","Customer Name","Address","Balance","City"
6785,"Lockeroom Sports","513 W BAY ST",20496.14,"East Tawas"
6790,"Burke's Sport Haven","21529 KELLY RD",0,"Eastpointe"
6795,"Hi Tech Pro Shop","18232 E 9 MILE RD",9510.1,"Eastpointe"
6800,"Play It Again Sports","3575 ALPINE AVE NW",0,"Grand Rapids"
6805,"Prep Sports Ctr","841 HOLLYWOOD ST NE",0,"Grand Rapids"
6810,"Sugarloaf Ski Shop","RR 1 BOX 5000",33045.09,"Kingfield"
6815,"Als Sports","1818 LISBON RD",40826.91,"Lewiston"
6820,"Johnson's Sporting Goods","3654 N ADRIAN HWY",0,"Adrian"
6825,"Soccer Corner","505 E GRAND RIVER AVE",0,"East Lansing"
6830,"Pond View Sports","DOVER RD",0,"Dexter"
6835,"Life Sports","34 HIGH ST",0,"Ellsworth"
6840,"Five K Sports","190 US ROUTE 1",0,"Falmouth"
6845,"Maine Mt Sports","ROUTE 43",0,"Farmington"
6850,"Dandy Sports & Toys","79 MAIN ST",0,"Bridgton"
6855,"Sportshaus","61 MAIN ST",25020.97,"Bridgton"
6860,"Pro Line Sports","212 MAINE ST",4496.7,"Brunswick"
6865,"Sport World","LOWER MAIN",0,"Bucksport"
6870,"Athletic Attic","550 CENTER ST",8315.59,"Auburn"
6875,"Gee & Bee Sporting Goods Inc","120 CENTER ST",3343.38,"Auburn"
6880,"Pro Sports South","ALFRED RD",13666.15,"Biddeford"
6885,"R & R Sports Ctr","RT 27",0,"Boothbay"
6890,"J & B Sports","N MAIN",25550.9,"Bridgewater"
6895,"Bobby Mc Avan Pro Shop","2723 PULASKI HWY",0,"Edgewood"
6900,"Fred's Batter's Box","308 NEWARK AVE",10714.06,"Elkton"
6905,"Body Prospects","3211 CORPORATE CT",0,"Ellicott City"
6910,"Grand Slam Usa","98 INDUSTRY LN",24153.63,"Forest Hill"
6915,"J G Sports","752 GREENE ST",0,"Cumberland"
6920,"Laurel Sport Shop","914 NATL HWY",0,"Cumberland"
6925,"Bay Pro Shop","2819 CHESAPEAKE BEACH RD W",30275.68,"Dunkirk"
6930,"Marty's Sporting Goods","95 MAYO RD",4375.57,"Edgewater"
6935,"East Of Maui","4913 CORDELL AVE",0,"Bethesda"
6940,"Herman's World-sporting Goods","7201 WISCONSIN AVE",14350.23,"Bethesda"
6945,"P J's Sport-n-surf Shop","10466 AUTO PARK AVE",0,"Bethesda"
6950,"Somerset Sporting Goods","1 STANDARD AVE",0,"Crisfield"
6955,"Olympia Sports Ctr","262 SWANSEA MALL DR",26486.01,"Swansea"
6960,"Sports Zone Inc","1339 UNIVERSITY BLVD E",0,"Adelphi"
6965,"Angler's Sport Ctr","1456 WHITEHALL RD",0,"Annapolis"
6970,"Jacob's Athletic Shoe Outlet","3815 EASTERN AVE",0,"Baltimore"
6975,"Jock City Sporting Goods","7444 HOLABIRD AVE",402.95,"Baltimore"
6980,"Lancer Sports","175 MANSFIELD AVE",0,"Norton"
6985,"Nauset Sports Inc","ROUTE 6A",0,"Orleans"
6990,"Sports Plus Inc","423 BOSTON POST RD",16591.97,"Sudbury"
6995,"Athlete's Corner","427 PARADISE RD",0,"Swampscott"
7000,"J & S Sports Inc","2 EUCLID AVE",0,"Maynard"
7005,"Miner's Sports World","541 MAIN ST",1475.74,"Medfield"
7010,"Goal Inc","335 BOYLSTON ST",1678.74,"Newton"
7015,"Adolphs Sporting Go","841 BEACON ST",3994.03,"Newton Center"
7020,"K & G Sportsworld","145 S MAIN ST",15996.88,"Carver"
7025,"Prime Time Sports","298 MEDFORD ST",0,"Charlestown"
7030,"Pro Sports","400 LINCOLN ST",0,"Hingham"
7035,"Back In The Game","910 HAMPDEN ST REAR",0,"Holyoke"
7040,"Bell's Sporting Goods","1005 JEFFERSON ST",0,"Lafayette"
7045,"Chaney's Not Just Soccer","201 WESTMARK BLVD",0,"Lafayette"
7050,"Legends Sporting Goods","469 GREAT RD",0,"Acton"
7055,"Matt's Wild World Of Sports","192 S MAIN ST",0,"Acushnet"
7060,"Sports Etc","24 JFK ST",0,"Cambridge"
7065,"Mickey's Sporting Goods","202 N CUSHING AVE",5451.6,"Kaplan"
7070,"Club Soccer","4240 WILLIAMS BLVD Suite 2",0,"Kenner"
7075,"New Orleans Sports","2500 WILLIAMS BLVD",16018.18,"Kenner"
7080,"Sports Avenue","1401 W ESPLANADE AVE",4567.41,"Kenner"
7085,"Cenla Sports Inc","5615 COLISEUM BLVD",0,"Alexandria"
7090,"Champs Sports","3437 MASONIC DR Suite 1558",0,"Alexandria"
7095,"Songy's Sporting Goods Inc","3044 BARROW ST",0,"Houma"
7100,"Bill's Guns & Sporting Goods","1000 4TH ST",5550.89,"Jonesville"
7105,"B-in-line","1908 BARDSTOWN RD",40946.27,"Louisville"
7110,"Field & Stream Outfitters Inc","10301 TAYLORSVILLE RD",0,"Louisville"
7115,"Fitness Systems","260 N HURSTBOURNE PKY",13087.36,"Louisville"
7120,"Home Skate Shop","627 BAXTER AVE",0,"Louisville"
7125,"Dickie's Sportsman's Ctr","7280 LA HWY N",12152.33,"Addis"
7130,"Sports Plus","4053 TATES CREEK RD",14589,"Lexington"
7135,"Lowe's Sporting Goods","901 N MAIN ST",32511.3,"London"
7140,"Allied Sporting Goods","3401 BASHFORD AVENUE CT",0,"Louisville"
7145,"Kentucky Sporting Goods","501 W MAIN ST",0,"Lexington"
7150,"Kentucky Sportsman Inc","568 DELZAN PLZ",0,"Lexington"
7155,"Locker Room Sporting Goods","739 LANE ALLEN RD",0,"Lexington"
7160,"Sporting Tradition","410 W VINE ST",0,"Lexington"
7165,"Louisville Sports & Rec","100 URTON LN",0,"Anchorage"
7170,"Ashland Sporting Goods","2007 CARTER AVE",32318.11,"Ashland"
7175,"Sportsman Center","7023 US RT 60",1909.99,"Ashland"
7180,"Aggie Sale Sport Shop","977 S COLLEGE ST",14963.08,"Harrodsburg"
7185,"Sport's Page","1500 E 11TH AVE",0,"Hutchinson"
7190,"Bennett Sports","115 E 7TH ST",0,"Junction City"
7195,"Center Sporting Goods","8143 PARALLEL PKY",0,"Kansas City"
7200,"Sports Of All Sorts","6925 ALEXANDRIA PIKE",0,"Alexandria"
7205,"Finish Line","1500 E 11TH AVE",26945.75,"Hutchinson"
7210,"Reffner's Sporting Goods","124 N MAIN ST",25533.72,"Hutchinson"
7215,"Sport Shack","119 N MAIN ST",20873.8,"Hutchinson"
7220,"Outdoor Sporting Goods","2708 10TH ST",0,"Great Bend"
7225,"Double Aa Sporting Goods","2933 VINE ST",0,"Hays"
7230,"Goodwin Sporting Goods","109 W 11TH ST",11811.27,"Hays"
7235,"Sportsman's Supply","2520 VINE ST",0,"Hays"
7240,"T R's Sports","1003 MAIN ST",12056.33,"Hays"
7245,"Ryder's Sporting Goods","HIGHWAY 69",0,"Arma"
7250,"Sports Locker","1211 FLEMING ST",17900.85,"Garden City"
7255,"J & J Sporting","4TH & HIGHWAY 59",0,"Garnett"
7260,"Action Sports","1915 LAKIN AVE",0,"Great Bend"
7265,"Dunham's Sporting Goods","6250 W 38TH ST",0,"Indianapolis"
7270,"Em-roe Sporting Goods Co","4200 S EAST ST Suite 5D",0,"Indianapolis"
7275,"Sweats Sporting Goods","317 N BROADWAY ST",10555.73,"Abilene"
7280,"Jan's Sport Shack","202 S SUMMIT ST",5915.12,"Arkansas City"
7285,"Coach's Connection","1940 ETNA AVE",0,"Huntington"
7290,"Arena Sporting Goods Inc","608 E MARKET ST",25519.49,"Indianapolis"
7295,"Athletic Annex Running Centre","1411 W 86TH ST",0,"Indianapolis"
7300,"Champs Sports","3919 LAFAYETTE RD",2449.15,"Indianapolis"
7305,"Varsity Sports Inc","134 N BROAD ST",0,"Griffith"
7310,"P J's Sports Hut","117 N HIGH ST",0,"Hartford City"
7315,"Mike's Sporting Goods Inc","710 N HOBART RD",0,"Hobart"
7320,"Extreme Performance Outfitters","1410 N 1ST AVE",0,"Evansville"
7325,"Fan Fair Of Evansville","800 N GREEN RIVER RD",3645.2,"Evansville"
7330,"Sports Plus","200 E MAIN ST",20246.71,"Greenwood"
7335,"Blythe's Sport Shop Inc","138 N BROAD ST",9943.22,"Griffith"
7340,"Brendamour's Sporting Goods","951 E HWY 131 Suite 338",11674.65,"Clarksville"
7345,"Kratz Sporting Goods","915 S CLARK BLVD",10752.42,"Clarksville"
7350,"Extra Innings Sporting Goods","1741 N GREEN RIVER RD",0,"Evansville"
7355,"Earl's Sports","300 JUNCTION DR",0,"Edwardsville"
7360,"Gym Bag","108 N MAIN ST",4684.09,"Edwardsville"
7365,"Stan's Sports Arena","108 S HARRISON ST",0,"Alexandria"
7370,"M C Sports","1166 SPRINGHILL MALL",23533.39,"Dundee"
7375,"Play It Again Sports","874 W MAIN ST",0,"Dundee"
7380,"Fly-way Sporting Goods","1718 DAVIS ST FERRY RD",0,"East Carondelet"
7385,"Lacoma Golf Club","8080 TIMMERMAN",0,"East Dubuque"
7390,"Dr Jack's Sport & Quick Stops","2339 MISSOURI AVE",0,"East St Louis"
7395,"Ramm Sports","6301 WOODWARD AVE",31821.19,"Downers Grove"
7400,"Tom's Sport Enterprises Inc","5501 WALNUT AVE",0,"Downers Grove"
7405,"Champs Sports","1520 SPRINGHILL MALL",18326.33,"Dundee"
7410,"Bike & Hike","217 LINCOLN AVE",0,"Charleston"
7415,"C D Tripleplay Sportscenter","1414 6TH ST",0,"Charleston"
7420,"A P Sports","6124 N MILWAUKEE AVE",9317.69,"Chicago"
7425,"Simerly's","280 S IDAHO ST",0,"Wendell"
7430,"Hoffies Imprinted Sportswear","100 N MAIN ST",0,"Abingdon"
7435,"Pro Image Inc","4 2ND AVE",0,"Addison"
7440,"All American Sporting Goods","",0,"Algonquin"
7445,"Hockey Unlimited Inc","5430 W 127TH ST",0,"Alsip"
7450,"Vano's Club House","2097 CANDLERIDGE DR",0,"Twin Falls"
7455,"West Addison Sportsmen Supply","101 ADDISON AVE W",25877.13,"Twin Falls"
7460,"R U Outside","143 N MAIN",717.28,"Victor"
7465,"Victor's Emporium","45 N MAIN ST",20749.13,"Victor"
7470,"Dive Magic","236 MAIN AVE N",40333.66,"Twin Falls"
7475,"Donnelley Sports","161 2ND AVE N",0,"Twin Falls"
7480,"Hatch","1703 ADDISON AVE E",0,"Twin Falls"
7485,"Twin Peaks Sports","500 MAIN ST",13496.87,"Challis"
7490,"Lolo Sporting Goods","1026 MAIN ST",12908.35,"Lewiston"
7495,"Bent Rod","ELM & CUSTER",0,"Mackay"
7500,"Sticks & Stone Mountaineering","49 E MAIN ST",0,"Rexburg"
7505,"Spirit Express","4307 E 300 N",0,"Rigby"
7510,"A To Z Sports","30 W BRIDGE ST",0,"Blackfoot"
7515,"Sports West Outlet","955 W BRIDGE ST",0,"Blackfoot"
7520,"Outdoor Outlet","",959.34,"Challis"
7525,"Terry's Sports Shop & Video","HIGHWAY 93",0,"Challis"
7530,"Don's Bait & Tackle","110 NE 4TH ST",42437.01,"Panora"
7535,"Goalsetter Systems Inc","808 WASHINGTON ST",0,"Pella"
7540,"Briar & Bow","405 PEARL ST",0,"Sioux City"
7545,"Hauff Sporting Goods","714 PIERCE ST",27075.53,"Sioux City"
7550,"Craton's Sporting Goods","1642 W LOCUST ST",26293.44,"Davenport"
7555,"Greenbelt Outfitters","1249 14TH AVE",24244.65,"Eldora"
7560,"G T Sports Unlimited","25844 SCOTT PARK RD",0,"Eldridge"
7565,"Rec Room","229 S FREDERICK AVE",0,"Oelwein"
7570,"Okoboji Boats","1401 LAKE SHORE DR",0,"Okoboji"
7575,"Champion Sports","3702 LINCOLN WAY",0,"Ames"
7580,"Intensitee","125 WELCH AVE",26928.27,"Ames"
7585,"Pier","800 WYOMING AVE",0,"Creston"
7590,"Back Nine","1161 E KIMBERLY RD",6571.9,"Davenport"
7595,"Jin Golf Corp","1778 ALA MOANA BLVD Suite 3",4034.68,"Honolulu"
7600,"Kalihi Bowling Ball Clinic","2295 N KING ST",0,"Honolulu"
7605,"Maui Sporting Goods Spearfish","851 KAPAHULU AVE",0,"Honolulu"
7610,"Bass Alley","IH 80 N EXIT 76",19767.86,"Adair"
7615,"Hawaii Outdoor World Paradise","214 SAND ISLAND ACCESS RD",0,"Honolulu"
7620,"Headside","449 KAPAHULU AVE Suite 102",13198.69,"Honolulu"
7625,"Island Snowboards Hawaii","2201 KALAKAUA AVE Suite 01",0,"Honolulu"
7630,"Jam Sports","1320 KALANI ST Suite 305",16585.74,"Honolulu"
7635,"Caddie-shack Hawaii","VALKENBURG & KAMEHAMEHA Suite 18",0,"Honolulu"
7640,"Capworld","1027 PENSACOLA ST",0,"Honolulu"
7645,"Cardinal Sports","3302 CAMPBELL AVE",0,"Honolulu"
7650,"Fresh Wave","1269 S BERETANIA ST",23462.33,"Honolulu"
7655,"Heavy Metal Barbell Co","98 KAONOHI ST Suite 207",16087.89,"Aiea"
7660,"Merle Harmon's Fan Fair","98 MOANALUA RD Suite 236",24367.51,"Aiea"
7665,"Player's Choice Inc","500 MANONO ST Suite 104",0,"Hilo"
7670,"Las Vegas Discount Golf/tennis","1290 JOHNSON FERRY RD",0,"Marietta"
7675,"Metro Sports Fitness Depot","1804 LOWER ROSWELL RD",32533.87,"Marietta"
7680,"First Class Usa","98 HEKAHA ST Suite 22",10402.62,"Aiea"
7685,"Golf Line Hawaii Inc","98 KAMEHAMEHA HWY Suite 1",0,"Aiea"
7690,"Campus Sports","2520 SHALLOWFORD RD",0,"Marietta"
7695,"Dive Shop","950 S COBB PKY Suite 160",38947.07,"Marietta"
7700,"Hockey Shop","4880 LOWER ROSWELL RD",19097,"Marietta"
7705,"J & J Schwin","1791 ROSWELL RD",0,"Marietta"
7710,"Advanced Hunting Equipment Inc","8630 WALLACE TATUM RD",0,"Cumming"
7715,"Bicycle City","2905 N EXPWY",0,"Griffin"
7720,"Famous Footwear","681 N EXPWY",0,"Griffin"
7725,"Bikeabout Bicycles","31 MILL ST Suite 200",15835.09,"Marietta"
7730,"Rei-recreational Equipment Inc","1800 NO EXPY NE",14443.4,"Atlanta"
7735,"Skate 2000","262 E PACES FERRY RD NE",0,"Atlanta"
7740,"Soccer Alley","3265 ROSWELL RD NE",0,"Atlanta"
7745,"Soccer Kick","2130 HENDERSON MILL RD NE",0,"Atlanta"
7750,"Piedmont Outdoors","2467 ACCESS RD",0,"Covington"
7755,"Arkenstone Paint Ball Games","7171 CEDARCREST RD",0,"Acworth"
7760,"Rei-recreation Equipment Inc","1165 W PERIMETER CTR Suite 200",25020.99,"Atlanta"
7765,"Equipment Locker Sport & Cycle","11518 OVERSEAS HWY",0,"Marathon"
7770,"Bandit Weight Equipment","2790 N STATE RD 7",0,"Margate"
7775,"Hibbett Sports","300 MARY ESTHER BLVD",2886.63,"Mary Esther"
7780,"Lutz Bait & Tackle","202 1ST AVE SW",0,"Lutz"
7785,"C & G Sporting Goods","2617 S HWY 77",6207.48,"Lynn Haven"
7790,"Sports Shak","1437 S 6TH ST",0,"Macclenny"
7795,"Over The Edge Skates","465 S ORLANDO AVE",4974.06,"Maitland"
7800,"Athletic Footwear Outlet","12801 W SUNRISE BLVD Suite 139",0,"Fort Lauderdale"
7805,"Champs Sports","2590 E SUNRISE BLVD",21927.61,"Fort Lauderdale"
7810,"Orlando Team Sports","782 BIG TREE DR",0,"Longwood"
7815,"Soccer Star","1719 STATE RD 419",0,"Longwood"
7820,"Bluegrass Sales","956 CAMPELLO ST",4145.82,"Altamonte Spgs"
7825,"Orlando Magic Fan Attic","303 E ALTAMONTE DR",0,"Altamonte Spgs"
7830,"Athletic Attic","1411 SADLER RD",2837.02,"Fernandina Beach"
7835,"Athlete's Choice Inc","1366 WESTON RD",23587.86,"Fort Lauderdale"
7840,"Taylored Tackle & Archery Shop","ROUTE 13A",32042.11,"Seaford"
7845,"Duck Creek Gun & Surplus Ctr","224 N DUPONT BLVD",0,"Smyrna"
7850,"Deer Stand Inc","24 S MAIN ST",0,"Alachua"
7855,"Athlete's Foot","451 E ALTAMONTE DR",0,"Altamonte Spgs"
7860,"D & P Powder Keg","2860 OGLETOWN RD",24405.95,"Newark"
7865,"Save On Sneaks","491 COLLEGE SQ Suite 321",6828.9,"Newark"
7870,"Skaters Edge Hockey Supply","49 MARROWS RD",0,"Newark"
7875,"Time Out Sports","107 ALBE DR",32227.68,"Newark"
7880,"Slugger's Den","801 N BROAD ST",0,"Middletown"
7885,"Moore Sports & Engraving","8 CONCORD RD",0,"Milford"
7890,"Shooters Supply","148 S DUPONT HWY",0,"New Castle"
7895,"Home Town Sports","193 S DUPONT HWY",0,"Camden Wyoming"
7900,"Sports Alley","432 E MARKET ST",34975.24,"Georgetown"
7905,"Baker Sporting","",0,"Greenwood"
7910,"Soccer Tec","LANTANA SQ Suite 210",0,"Hockessin"
7915,"R & R Sports Ctr","1124 HWY ONE",0,"Lewes"
7920,"Sports Factory","3224 PENNSYLVANIA AVE SE",0,"Washington"
7925,"Sports Zone","801 H ST NE",36022.64,"Washington"
7930,"Bear Sporting Goods","213 GOVERNORS PL",17889.19,"Bear"
7935,"All Out Sports","776 GARFIELD PKY",0,"Bethany Beach"
7940,"Nash's Sports & Casuals","3265 M ST NW",43983.51,"Washington"
7945,"National Diving Ctr","4932 WISCONSIN AVE NW",29766.05,"Washington"
7950,"Racquet & Jog","915 19TH ST NW",0,"Washington"
7955,"Rom-mid Atlantic","601 13TH ST NW",0,"Washington"
7960,"Hudson Trail Outfitters Ltd","4530 WISCONSIN AVE NW",0,"Washington"
7965,"Irving's Sport Shops","1111 20TH ST NW",0,"Washington"
7970,"Lids Ltd Partnership","1331 PENNSYLVANIA AVE NW",0,"Washington"
7975,"Fleet Feet","1840 COLUMBIA RD NW",0,"Washington"
7980,"G T Players","1328 WISCONSIN AVE NW",0,"Washington"
7985,"Great Pacific Patagonia","1048 WISCONSIN AVE NW",0,"Washington"
7990,"Herman's World-sporting Goods","3505 CONNECTICUT AVE NW",0,"Washington"
7995,"Herb's Sport Shop Inc","54 LASALLE RD",0,"West Hartford"
8000,"A & A Athletic & Recreation","212 7TH ST SE",0,"Washington"
8005,"Cleveland Park Sports","3706 MACOMB ST NW",0,"Washington"
8010,"Cycles & Sports Inc","4930 WISCONSIN AVE NW",0,"Washington"
8015,"Sports Resources","381 HILLTOP DR",0,"Stratford"
8020,"Shihan Martial Arts & Sporting","539 NORWICH AVE",7270.63,"Taftville"
8025,"Anzellottis Sportin","451 WINSTED RD",0,"Torrington"
8030,"Herman's World-sporting Goods","850 HARTFORD TPKE",0,"Waterford"
8035,"Ryan's Ski & Sport","2345 MAIN ST",0,"Glastonbury"
8040,"Golf Usa","573 BANK ST",31939.11,"New London"
8045,"Seaview Scuba Inc","ROUTE 32",29835.55,"New London"
8050,"Epic Sport Works","13 DOG LN",5841.01,"Storrs Mansfield"
8055,"Sartorius Sports Ltd","175 W MAIN ST",2223.87,"Avon"
8060,"Total Fitness Systems Inc","395 W MAIN ST",0,"Avon"
8065,"Champs Sports","270 W FARM ST",32392.64,"Farmington"
8070,"Pro Image Inc","FARMINGTON AVE",0,"Farmington"
8075,"Between The Lines Boating Hrdw","17920 US HWY",0,"Nathrop"
8080,"B & M Gun Shop","794 MASHAMQUETT RD",30355.17,"Abington"
8085,"G & K Sports","174 MAIN ST",0,"Ansonia"
8090,"Jay's Sport & Trophy","76 MAIN ST",11393.9,"Ansonia"
8095,"Darter Baits","",0,"Ashford"
8100,"Gunnison Sporting Goods","133 E TOMICHI AVE",17666.08,"Gunnison"
8105,"Steep & Steep Snowboards Inc","228 N MAIN ST",0,"Gunnison"
8110,"Surf Lodge","237 N 4TH ST",0,"Montrose"
8115,"Pedersen's Ski & Sports","750 CITADEL DR E",39974.31,"Colorado Springs"
8120,"Pacific Wave","215 E FOOTHILLS PKY",1603.24,"Fort Collins"
8125,"Pro Golf Discount","COLLEGE AVE & HARMONY RD",40860.07,"Fort Collins"
8130,"Rei-recreational Equipment Inc","4025 S COLLEGE AVE",0,"Fort Collins"
8135,"Ride The Wind","302 WILCOX ST",0,"Castle Rock"
8140,"Leisure Time Sports & Video","110 SE FRONTIER AVE",0,"Cedaredge"
8145,"Northside Soccer & Sports","2833 DUBLIN BLVD",0,"Colorado Springs"
8150,"Three Rivers Resort & Outfit","130 COUNTY RD 742",0,"Almont"
8155,"Cottonwood Meadows Tackle","34591 STATE HWY",0,"Antonito"
8160,"Scuba Joe","3156 28TH ST",0,"Boulder"
8165,"2 Fun Sports Sales","320 30TH ST",0,"Boulder"
8170,"Hot Feet","945 CENTRAL AVE",0,"Tracy"
8175,"Pacific Underground","894 W 11TH ST",0,"Tracy"
8180,"Bud's Sporting Goods & Fntn","10108 DONNER PASS RD",0,"Truckee"
8185,"Alamosa Sporting Goods & Pawn","1114 MAIN ST",0,"Alamosa"
8190,"Any Mountain Ltd","928 WHIPPLE AVE",0,"Redwood City"
8195,"Nomad Cyclery","2555 IRVING ST",11717.89,"San Francisco"
8200,"On The Run","751 IRVING ST",0,"San Francisco"
8205,"Pacific Bicycle","1161 SUTTER ST",0,"San Francisco"
8210,"Paint Ball Plus","1570 YOSEMITE PKY",772.29,"Merced"
8215,"S & S Gear","24191 STATE HWY",0,"Mi Wuk Village"
8220,"Sierra Angler's Fly Shop","3600 SISK RD Suite 5F",22833.36,"Modesto"
8225,"Copeland Sports","289 FOX HILLS MALL",0,"Culver City"
8230,"Golden Bear Skate Shop","10725 WASHINGTON BLVD",0,"Culver City"
8235,"Payless Drug Store","540 CANAL ST",0,"King City"
8240,"L A Gym Equipment","1660 S LA CIENEGA BLVD",0,"Los Angeles"
8245,"Main Event-la Coliseum","3911 S FIGUEROA ST",0,"Los Angeles"
8250,"Sprague's Sports & Rv Inc","345 W 32ND ST",0,"Yuma"
8255,"Alameda Skate & Surf","1431 PARK ST",0,"Alameda"
8260,"Am-cam Sports","4545 SEPULVEDA BLVD",0,"Culver City"
8265,"Wisdom's Sporting Goods","1931 E FRONTAGE RD",6293.89,"Tumacacori"
8270,"J & L Sporting Goods","106 S 9TH ST",0,"Williams"
8275,"Big 5 Sporting Goods","505 W CATALINA DR",0,"Yuma"
8280,"Southwest Dart & Billiard","281 W 24TH ST Suite 137B",0,"Yuma"
8285,"Edington's Fine Golfwear","7001 N SCOTTSDALE RD Suite 101",19268.49,"Scottsdale"
8290,"Campus Athletic","936 E UNIVERSITY BLVD",0,"Tucson"
8295,"Champs Sports","4500 N ORACLE RD Suite 321",0,"Tucson"
8300,"Champs Sports","3601 E BROADWAY BLVD",0,"Tucson"
8305,"Desert Canyon Sports","7866 N ORACLE RD",0,"Tucson"
8310,"All Sports","2001 W CHERYL DR",0,"Phoenix"
8315,"Bear Arms","10261 N SCOTTSDALE RD",0,"Scottsdale"
8320,"Cactus Southwest Golf","7620 E MCKELLIPS RD Suite 13",0,"Scottsdale"
8325,"Kliban's Variety Store","29 N PLZ ST",0,"Ajo"
8330,"Desert River Sports","1868 S HWY 95",0,"Bullhead City"
8335,"Main Event","1226 E FLORENCE BLVD",6144.51,"Casa Grande"
8340,"Popular Outdoor Outfitters","6750 W PEORIA AVE",4946.85,"Peoria"
8345,"Lavender Enterprises","RR 5",32555.14,"Prescott"
8350,"71 Pawn Ctr","1231 W WALNUT ST",0,"Rogers"
8355,"Swap Shop","101 E CHURCH ST",0,"Warren"
8360,"Red Barn Sports Ctr","420 E BROADWAY ST",20428.57,"West Memphis"
8365,"Greenbrier Feed","81 N BROADVIEW ST",0,"Greenbrier"
8370,"Plyler's Harware","113 E MAIN ST",0,"Gurdon"
8375,"Dive Shop","1222 WESTPARK DR",9772.36,"Little Rock"
8380,"Golf Augusta Pro Shop","11121 N RODNEY PARHAM RD",16669.64,"Little Rock"
8385,"Gun Rack","117 E MAIN ST",0,"Batesville"
8390,"J-sport","MELLOR PARK MALL",17998.61,"El Dorado"
8395,"Sportstuff","1909 NORTHWESTERN AVE",24193.63,"El Dorado"
8400,"C & J Sports","HIGHWAY 23",2999.78,"Eureka Springs"
8405,"Mcg Enterprises Inc","3737 HUNTING CREEK RD",30661.06,"Montgomery"
8410,"Olympia Sporting Goods","1007 EASTDALE MALL",22265.94,"Montgomery"
8415,"Tink's Sport Stop","HIGHWAY 8",12645.81,"Amity"
8420,"Southwest Sporting Goods Co","115TH S 6TH ST",0,"Arkadelphia"
8425,"Barling Bait & Tackle","1505 FORT ST",20410.9,"Barling"
8430,"Mc Corvey's Pro Shop","2006 COUNTRY CLUB AVE NW",0,"Huntsville"
8435,"Rocky's Sporting Goods","2809 GOVERNORS DR SW",11037.53,"Huntsville"
8440,"Just For Kicks Soccer Ctr","1833 EASTERN BLVD",0,"Montgomery"
8445,"Pro Image Inc","3625 ROSS CLARK CIR",0,"Dothan"
8450,"Quick Track","1324 ROSS CLARK CIR",0,"Dothan"
8455,"Ready's Home Recreation","2086 MONTGOMERY HWY",1251.45,"Dothan"
8460,"Southern Outdoor Sports","643 W SELMA ST",727.22,"Dothan"
8465,"M & R Sporting Goods","1102 HWY 280",5946.1,"Alexander City"
8470,"Sports Huddle","147 FRANKLIN ST",0,"Alexander City"
8475,"B & B Sporting Goods","113 MOBILE RD",0,"Aliceville"
8480,"Outdoorsman Inc","5564 MONTGOMERY HWY",0,"Dothan"
8485,"Play It Again Sports","3121 ROSS CLARK CIR",0,"Dothan"
8490,"Johnson Brothers Fishing Guide","44526 STERLING HWY",6982.86,"Soldotna"
8495,"Carter's Archery & Awards","HIGHWAY 95",3006.09,"Abbeville"
8500,"Moore's Sporting Goods","7315 HIGHWAY 431",6590.13,"Albertville"
8505,"City Pawn Shop","120 CALHOUN ST",0,"Alexander City"
8510,"Winrose Enterprises","1306 SAWMILL CREEK RD",0,"Sitka"
8515,"Skagway Sports Emporium","PO BOX 462",19075,"Skagway"
8520,"Bow Shop","35125 KALIFONSKY BEACH RD",3202.99,"Soldotna"
8525,"Arctic Gun Trader","CORNER OF 3RD & METTLER WAY",0,"Nome"
8530,"Atkilak's Hunting & Fishing","",16504.39,"Nome"
8535,"Bonnie's Sports & Trophy Supl","PO BOX 392",0,"Nome"
8540,"John's Custom Archery Pro Shop","1097 DEE LN",28944.52,"North Pole"
8545,"Arctic Gunworks","1307 KALAKAKET ST",0,"Fairbanks"
8550,"Western Auto","5165 GLACIER HWY",0,"Juneau"
8555,"Bob's Guns & Sporting Goods","685 POND REEF RD N",16358.9,"Ketchikan"
8560,"Lighthouse Grocery & Liquor","10750 N TONGASS HWY",25828.35,"Ketchikan"
8565,"Alaska Fisheries","3685 ARCTIC BLVD",0,"Anchorage"
8570,"Alaska Par T Golf Pro Shop","1307 E 74TH AVE",1901.51,"Anchorage"
8575,"All Weather wear","4001 GEIST RD Suite 12",0,"Fairbanks"
8580,"Apocalypse Design Inc","101 COLLEGE RD",0,"Fairbanks"
